id	id_order	quotation	px_init	px_fill	side	volume_init	volume_fill	date	status	note	tag
0	0x2703643a	NZD/USD	0.7184	0	Sell	705.7679	0	InProcess	this text is 5 note, some text to make the note look long	fast value course finance score quickly 
1	0x2703643a	NZD/USD	0.7184	0.6947	Sell	705.7679	619.57021	ParticalFill	this text is 5 note, some text to make the note look long	fast value course finance score quickly 
2	0x2703643a	NZD/USD	0.7184	0	Sell	705.7679	0	Done	this text is 5 note, some text to make the note look long	fast value course finance score quickly 
3	0x1f970de	GBP/USD	1.2212	0	Buy	133.4511	0	InProcess	this text is 7 note, some text to make the note look long	fast USD 1$ = 5₴ finance EUR UAH 
4	0x1f970de	GBP/USD	1.2212	1.2441	Buy	133.4511	54.94332	ParticalFill	this text is 7 note, some text to make the note look long	fast USD 1$ = 5₴ finance EUR UAH 
5	0x1f970de	GBP/USD	1.2212	0	Buy	133.4511	0	Done	this text is 7 note, some text to make the note look long	fast USD 1$ = 5₴ finance EUR UAH 
6	0x34ac6bba	EUR/USD	1.238	0	Sell	787.6463	0	InProcess	this text is 3 note, some text to make the note look long	fast value USD course score quickly 
7	0x34ac6bba	EUR/USD	1.238	0	Sell	787.6463	0	Cancel	this text is 3 note, some text to make the note look long	fast value USD course score quickly 
8	0x34ac6bba	EUR/USD	1.238	0	Sell	787.6463	0	Done	this text is 3 note, some text to make the note look long	fast value USD course score quickly 
9	0x37a44b5e	EUR/JPY	127.1	0	Sell	412.2735	0	InProcess	this text is 1 note, some text to make the note look long	dealing value course 1$ = 5₴ EUR quickly 
10	0x37a44b5e	EUR/JPY	127.1	0	Sell	412.2735	0	Cancel	this text is 1 note, some text to make the note look long	dealing value course 1$ = 5₴ EUR quickly 
11	0x37a44b5e	EUR/JPY	127.1	0	Sell	412.2735	0	Done	this text is 1 note, some text to make the note look long	dealing value course 1$ = 5₴ EUR quickly 
12	0x1573513a	NZD/USD	0.7184	0	Buy	348.4527	0	InProcess	this text is 5 note, some text to make the note look long	fast value course finance score quickly 
13	0x1573513a	NZD/USD	0.7184	0.7309	Buy	348.4527	300.97801	ParticalFill	this text is 5 note, some text to make the note look long	fast value course finance score quickly 
14	0x1573513a	NZD/USD	0.7184	0	Buy	348.4527	0	Done	this text is 5 note, some text to make the note look long	fast value course finance score quickly 
15	0x202f2bde	GBP/USD	1.2212	0	Buy	36.5039	0	InProcess	this text is 7 note, some text to make the note look long	fast USD 1$ = 5₴ finance EUR UAH 
16	0x202f2bde	GBP/USD	1.2212	0	Buy	36.5039	0	Cancel	this text is 7 note, some text to make the note look long	fast USD 1$ = 5₴ finance EUR UAH 
17	0x202f2bde	GBP/USD	1.2212	0	Buy	36.5039	0	Done	this text is 7 note, some text to make the note look long	fast USD 1$ = 5₴ finance EUR UAH 
18	0x7e168ba	EUR/USD	1.238	0	Sell	87.9471	0	InProcess	this text is 3 note, some text to make the note look long	fast value USD course score quickly 
19	0x7e168ba	EUR/USD	1.238	1.2639	Sell	87.9471	55.01519	ParticalFill	this text is 3 note, some text to make the note look long	fast value USD course score quickly 
20	0x7e168ba	EUR/USD	1.238	0	Sell	87.9471	0	Done	this text is 3 note, some text to make the note look long	fast value USD course score quickly 
21	0x1301e5e	EUR/JPY	127.1	0	Sell	877.5023	0	InProcess	this text is 1 note, some text to make the note look long	dealing value course 1$ = 5₴ EUR quickly 
22	0x1301e5e	EUR/JPY	127.1	127.1341	Sell	877.5023	836.13598	ParticalFill	this text is 1 note, some text to make the note look long	dealing value course 1$ = 5₴ EUR quickly 
23	0x1301e5e	EUR/JPY	127.1	0	Sell	877.5023	0	Done	this text is 1 note, some text to make the note look long	dealing value course 1$ = 5₴ EUR quickly 
24	0x222c903a	NZD/USD	0.7184	0	Sell	855.0895	0	InProcess	this text is 5 note, some text to make the note look long	fast value course finance score quickly 
25	0x222c903a	NZD/USD	0.7184	0.7109	Sell	855.0895	852.73781	ParticalFill	this text is 5 note, some text to make the note look long	fast value course finance score quickly 
26	0x222c903a	NZD/USD	0.7184	0	Sell	855.0895	0	Done	this text is 5 note, some text to make the note look long	fast value course finance score quickly 
27	0x597b0de	GBP/USD	1.2212	0	Sell	777.8287	0	InProcess	this text is 7 note, some text to make the note look long	fast USD 1$ = 5₴ finance EUR UAH 
28	0x597b0de	GBP/USD	1.2212	1.2495	Sell	777.8287	692.94292	ParticalFill	this text is 7 note, some text to make the note look long	fast USD 1$ = 5₴ finance EUR UAH 
29	0x597b0de	GBP/USD	1.2212	0	Sell	777.8287	0	Done	this text is 7 note, some text to make the note look long	fast USD 1$ = 5₴ finance EUR UAH 
30	0x67779ba	EUR/USD	1.238	0	Sell	62.0399	0	InProcess	this text is 3 note, some text to make the note look long	fast value USD course score quickly 
31	0x67779ba	EUR/USD	1.238	1.2047	Sell	62.0399	54.53499	ParticalFill	this text is 3 note, some text to make the note look long	fast value USD course score quickly 
32	0x67779ba	EUR/USD	1.238	0	Sell	62.0399	0	Done	this text is 3 note, some text to make the note look long	fast value USD course score quickly 
33	0x1af2515e	EUR/JPY	127.1	0	Sell	455.2431	0	InProcess	this text is 1 note, some text to make the note look long	dealing value course 1$ = 5₴ EUR quickly 
34	0x1af2515e	EUR/JPY	127.1	127.1197	Sell	455.2431	396.01578	ParticalFill	this text is 1 note, some text to make the note look long	dealing value course 1$ = 5₴ EUR quickly 
